cleaned_text,label
Ini dia dalam sistem yang kita kena faham kerana mereka faham ada Titah Adendum katanya,anger
Perdana Menteri juga menegaskan kesediaan beliau mendedahkan perincian mengenai Titah Adendum sekiranya mendapat perkenan Yang diPertuan Agong untuk berbuat demikian,anger
Mahu cabar untuk mendedahkan perincian mengenai Titah Adendum,surprise
Saya beri tahu kalau diperlukan nanti bila dikeluarkan dan diizinkan saya boleh bahaskan di sini Dewan Rakyat tiada masalah,anger
Cuma nak paksa kita nak kecam kita seolaholah tidak bersedia ini tidak betul,anger
Yang Dipertua Dewan Rakyat malah sangat luar biasa kerana mengizinkan sesuatu yang subjudis ditanya dan saya memilih untuk menjawab   Namun saya tak boleh mengulas secara substantif isu berkaitan Titah Adendum kena tunggu prosiding rayuan difailkan Najib  Januari nanti katanya,anger
Menjawab soalan tambahan Datuk Seri Sh Mohmed Puzi Sh Ali BNPekan mengenai syor untuk mengadap Sultan Pahang Anwar menegaskan isu mengenai Titah Addendum sudah dikemukakan untuk dipertimbangkan Yang diPertuan Agong Sultan Ibrahim,anger
Memandangkan perkara ini terus berbangkit saya ada kemukakan untuk pertimbangan Yang diPertuan Agong sekarang Sultan Ibrahim Sultan Iskandar pada masa yang difikirkan sesuai oleh baginda untuk merujuk perkara ini kepada Lembaga Pengampunan yang akan dipengerusikan oleh Tuanku,anger
Sebagai seorang yang memenuhi tanggungjawab saya lakukan kerana bagi saya siapapun berhak untuk diberi pertimbangan sama ada menilai cara dan kaedah hukuman dijatuhkan atau pertimbangan fountain of mercy katanya,anger
Perdana Menteri Datuk Seri Anwar Ibrahim,fear
Gambar fail,anger
Kampung Angkat MADANI JPA tingkat ekonomi Pulau Aman Batu Kawan Jabatan Perkhidmatan Awam JPA membantu meningkatkan taraf hidup dan ekonomi  penduduk Pulau Aman di sini menerusi program Kampung Angkat MADANI,anger
Pulau Aman dipilih selepas ia ditransformasikan menjadi komuniti lebih dinamik mampan dan sejahtera dengan pelaksanaan  projek fizikal serta  projek bukan fizikal dengan peruntukan RM juta,anger
Inisiatif dirintis JPA ini bukan sahaja meningkatkan daya tarikan dan  kelestarian pembangunan Pulau Aman tetapi juga membantu meningkatkan taraf hidup penduduk,anger
Ketua Pengarah Perkhidmatan Awam KPPA Tan Sri Wan Ahmad Dahlan Abdul Aziz berkata pihaknya memilih Pulau Aman sebagai kampung angkat kerana mahu meningkatkan infrastruktur di kawasan itu berdaya saing dan menjadi daya tarikan pelancongan,anger
JPA memilih Pulau Aman kerana pada pandangan kami kampung ini masih banyak ketinggalan dari segi infrastrukturnya dan syukur dengan beberapa projek yang sudah dirancangkan kini ia telah sempurna sepenuhnya serta buat penyerahan,anger
Kita percaya dengan terbinanya semua fasiliti ini akan dapat membantu penduduk Pulau Aman menjana pendapatan dan ia pasti akan meningkatkan ekonomi seterusnya dapat memperbaiki sedikit sebanyak kehidupan mereka katanya kepada pemberita selepas Majlis Penutup Program Kampung Angkat MADANI JPA di sini kelmarin,sadness
Beliau berkata antara projek dibina di pulau itu termasuk baik pulih kemudahan awam seperti tandas pembaikan gelanggang permainan naik taraf jeti peningkatan pusat pengumpulan sampah pembaikan longkang pemasangan lampu jalan pengubahsuaian dewan serba guna dan penyediaan tempat mandi jenazah,fear
Kita turut berjaya menyiapkan pembinaan Denai Alam Nature Trail dengan kerjasama Institut Penyelidikan Perhutanan Malaysia FRIM,sadness
Semua projek ini diselesaikan hanya dalam tempoh tujuh bulan dan untuk memastikan semua fasiliti itu dijaga dengan baik kita meminta Unit Penyelarasan Pelaksanaan ICU Jabatan Perdana Menteri JPM mengadakan pemantauan berkala,love
Ia mesti dijaga dengan baik memandangkan Pulau Aman ini mempunyai keistimewaan untuk menarik pelancong bagi menghayati keindahan alam semula jadi di samping melaksanakan aktiviti rekreasi katanya,anger
Jumlah pelancong meningkat      Wan Ahmad Dahlan berterima kasih dengan semua jentera kerajaan yang berpadu tenaga menambah baik kawasan penduduk di sesebuah kawasan yang kurang bernasib baik dari segi pembangunan,anger
Bagi program Kampung Angkat MADANI di Pulau Aman banyak kementerian dan jabatan berkolaborasi dengan JPA  inilah hasrat yang ingin kita tonjolkan katanya,anger
Kampung Angkat MADANI adalah inisiatif Perdana Menteri Datuk Seri Anwar Ibrahim menerusi Belanjawan  untuk meningkatkan capaian kemudahan asas secara holistik menerusi pendekatan Whole of Government,anger
Sementara itu Pengerusi Majlis Pengurusan Komuniti Kampung MPKK Pulau Aman Zulkplee Yusoff berkata jumlah pelancong yang berkunjung ke Pulau Aman meningkat secara drastik sejak pelaksanaan program kampung angkat dilaksanakan dekat situ,anger
Sebelum ini ada lebih kurang  hingga  orang sahaja yang masuk ke Pulau Aman tetapi sekarang ia melonjak kepada  pelancong terutama pada hari minggu,anger
Ini berikutan fasiliti yang sudah dinaik taraf dan memberi keselesaan kepada pelancong sekali gus memberi manfaat besar buat penduduk kampung di pulau ini katanya,anger
Pulau Aman satusatunya kampung nelayan Melayu tradisional yang masih mengekalkan keaslian dan keunikan gaya hidupnya,anger
Pulau seluas  hektar ini terletak kirakira  batu nautika dari tanah besar Seberang Perai dan lapan kilometer km dari Jambatan Sultan Abdul Halim Muadzam Shah dan didiami  penduduk daripada  keluarga,anger
Menariknya pulau ini menawarkan pengalaman luar biasa sebagai sebuah kampung bebas kereta penduduk dan pelawat hanya bergerak dengan berjalan kaki berbasikal atau menaiki motosikal menerusi jalan konkrit yang menghubungkan seluruh pulau,anger
Wan Ahmad Dahlan tiga dari kanan merasmikan mercu tanda Kampung Angkat MADANI JPA Pulau Aman sempena majlis penutup program di Pulau Aman Batu Kawan kelmarin,anger
Foto Danial SaadBH,anger
Titah Adendum Najib Anwar tempelak Takiyuddin mahu jadi jaguh KUALA LUMPUR Datuk Seri Anwar Ibrahim menempelak Datuk Seri Takiyuddin Hassan PNKota Bharu yang disifatkan seperti mahu menjadi jaguh serta cuba meraih sokongan politik murahan apabila berterusan mempersoalkan dakwaan mengenai Titah Addendum,anger
Perdana Menteri juga menegaskan kedudukannya sebagai Perdana Menteri tidak membolehkan beliau mengulas perkara itu selagi ia tidak diperkenankan Yang diPertuan Agong mahupun diputuskan sebaliknya,anger
Peguam ini Takiyuddin faham ke undangundang,anger
Tak boleh ulas kalau saya pilih untuk menjawab mengenai Titah Addendum saya tak boleh jawab jawab untuk menghormati mahkamah,anger
Tak faham ke itu nak cari cheap political stunt and the hipocracy is suddenly aksi politik murahan dan sikap berpurapura tibatiba dia Takiyuddin nak jadi champion juara dalam isu Najib,anger
Apa sudah percaya dia champion juara,anger
Dulu ucapan dia berapiapi mengecam Najib habishabisan dari rambut sampai kaki,anger
Sekarang nak jadi hipokrit katanya menjawab soalan tambahan Takiyuddin ketika Waktu PertanyaanPertanyaan Menteri di Dewan Rakyat hari ini,anger
Dalam pada itu Perdana Menteri menegaskan beliau yang membawa kes pengampunan Najib untuk dimasukkan ke dalam agenda ketika mesyuarat Lembaga Pengampunan pada  Disember     Bagaimanapoun beliau menegaskan isu mengenai Titah Addendum tidak boleh dijawab kerana kes itu membabitkan Yang diPertuan Agong dan Lembaga Pengampunan,anger
Sejak bila kita boleh bahas,anger
Sehingga kes dibawa ke mahkamah itu isu lain dan mahkamah akan putuskan,anger
Namun sejak bila Perdana Menteri boleh ulas Lembaga Pengampunan dipengerusikan Yang diPertuan Agong,anger
Nak jadi champion separuh jalan boleh tetapi tengok hukum mana boleh,surprise
Tolong jawab boleh atau tidak Perdana Menteri ulas keputusan Yang diPertuan Agong dalam Lembaga Pengampunan,anger
Jawapannya tidak boleh katanya,love
Pada  Julai lalu Mahkamah Tinggi Kuala Lumpur menolak permohonan Najib  untuk memulakan prosiding semakan kehakiman ke atas lapan responden bagi mencabar kewujudan Titah Adendum itu selepas berpendapat empat afidavit bagi menyokong permohonan Najib termasuk oleh Presiden UMNO Datuk Seri Ahmad Zahid Hamidi dan Naib Presidennya Datuk Seri Wan Rosdy Wan Ismail adalah bersifat dengar cakap atau khabar angin,anger
Najib kemudiannya menfailkan notis rayuan pada  Julai,anger
Beliau menamakan Menteri Dalam Negeri Ketua Pesuruhjaya Penjara Peguam Negara Lembaga Pengampunan bagi Wilayah Persekutuan Kuala Lumpur Labuan serta Putrajaya Menteri di Jabatan Perdana Menteri JPM UndangUndang dan Reformasi Institusi Ketua Pengarah Bahagian Hal Ehwal UndangUndang di JPM serta Kerajaan Malaysia sebagai responden dalam permohonannya,anger
Datuk Seri Anwar Ibrahim menempelak Datuk Seri Takiyuddin Hassan PNKota Bharu di Dewan Rakyat hari ini,anger
Gua Musang dilanda banjir gelombang kedua  mangsa pindah PPS KOTA BHARU Gua Musang menjadi daerah pertama dilanda banjir gelombang kedua di Kelantan yang menyaksikan seramai  mangsa dipindahkan ke pusat pemindahan sementara PPS hari ini,anger
Menurut Info Bencana Jabatan Kebajikan Masyarakat JKM semua mangsa daripada  keluarga itu berlindung di PPS Dewan Semai Bakti FELDA Chiku  pagi tadi,anger
FELDA Chiku  dan beberapa kawasan sekitar daerah ini dilanda banjir ekoran hujan lebat sejak semalam menyebabkan jalan utama untuk masuk ke kampung itu dinaiki air,anger
Kejadian itu menyebabkan kebanyakan jalan utama menghubungkan perkampungan itu ditenggelami banjir sehingga menyukarkan penduduk keluar atau menghantar anak ke sekolah pagi tadi,anger
Terdahulu banjir gelombang pertama di Kelantan yang menyaksikan lebih  mangsa berpindah ke PPS berakhir petang semalam,anger
Air sungai di beberapa kampung di daerah Gua Musang mula melimpahi jalan sehingga menyebabkan penduduk terputus hubungan,anger
Foto ihsan orang ramai,anger
Kenaikan kos perubatan Perkenal mekanisme kawal DRG pinda Akta  antara langkah jangka panjang  PM KUALA LUMPUR Kerajaan sedang memperhalusi langkah untuk memperkenalkan mekanisme kawalan terhadap kos perubatan seperti diagnostic related group DRG atau kumpulan berkaitan diagnosis bagi memastikan perkhidmatan kesihatan di negara ini lebih munasabah dan adil,anger
Perdana Menteri berkata ia antara langkah jangka panjang yang akan dilaksanakan melalui Kementerian Kesihatan KKM untuk mengatasi isu kos perubatan yang menjadi antara alasan kenaikan premium insurans perubatan antara  hingga  peratus,anger
Selain DRG Perdana Menteri berkata kerajaan akan turut melakukan pindaan terhadap Akta Kemudahan dan Perkhidmatan Jagaan Kesihatan Swasta  Akta,love
Bagi langkah jangka pendek beliau berkata Bank Negara Malaysia BNM dan KKM akan menentukan kawalan supaya kenaikan premium insurans perubatan tidak terlalu tinggi sehingga menimbulkan banyak masalah kepada pesakit dan menyumbang kepada peningkatan inflasi,anger
Kemungkinan kita akan meminda Akta  kerana sukar kita persetujui kenaikan mendadak premium insurans kesihatan,anger
KKM akan mengkaji dan melihat sekiranya terdapat keperluan untuk meminda akta tersebut khususnya bagi penetapan caj konsultasi perubatan,love
Kita juga akan memperkenalkan kawalan DRG dan ini yang harus disegerakan,sadness
Itu yang kita jamin,love
Saya sudah meminta supaya KKM menetapkan kaedah yang segera dan ini telah dibincangkan panjang,love
Kalau sebaiknya awal tahun depan supaya jangan terlalu tinggi kos,anger
Kita lihat kos itu terlalu tinggi dan tidak munasabah,sadness
Tentunya kawalan yang ada,anger
Kita tidak boleh izinkan kenaikan yang mendadak naik sedikit boleh diterima sementara DRG dan juga Akta  diperkenalkan awal tahun depan katanya pada Waktu PertanyaanPertanyaan Menteri di Dewan Rakyat hari ini,sadness
Beliau menjawab soalan tambahan Suhaizan Kaiat PHPulai mengenai langkah jangka pendek bagi menyelesaikan isu kenaikan premium insurans perubatan supaya tidak membebankan rakyat,anger
Menyentuh lanjut mengenai DRG yang belum dilaksanakan di negara ini Perdana Menteri berkata kawalan menerusi langkah itu bertujuan mewajudkan mekanisme standard dalam kos perubatan,anger
Memberi contoh kos imbasan seperti MRI Pengimejan Resonans Magnetik dan CTScan Imbasan Tomografi Berkomputer beliau berkata ia antara perlu diambil kira dalam penetapan DRG,fear
Di Malaysia belum ada lagi kawalan tentang menstandardkan kos,anger
Kita rujuk kepada pakar dan dia tentukan,sadness
Ada garis panduan disebut DRG ini tentang apakah munasabah kos untuk imbasan MRI CTScan atau sedemikian,love
Yang mana ditentukan pakar jadi ni harus dikawal katanya,anger
Perdana Menteri Datuk Seri Anwar Ibrahim ketika sesi waktu pertanyaanpertanyaan menteri di Dewan Rakyat hari ini,fear
BERNAMA,anger
Sanusi lega bebas kes hasut Sultan Selangor SHAH ALAM Menteri Besar Kedah Datuk Seri Muhammad Sanusi Md Nor melahirkan rasa syukur selepas beliau dibebaskan dan dilepaskan daripada menghasut dalam satu ceramah politik Julai tahun lalu yang berkaitan Sultan Selangor Sultan Sharafuddin Idris Shah Alhaj,anger
Saya bersyukur,love
Saya rasa sedikit lega,surprise
Saya akan menunggu perkembangan bagi tuduhan kedua berkaitan bekas Yang diPertuan Agong katanya selepas prosiding hari ini,anger
Ahli Dewan Undangan Negeri ADUN Jeneri dari Kedah itu berkata beliau akan berbincang dengan peguamnya mengenai kemungkinan menghantar representasi kepada Jabatan Peguam Negara AGC bagi tuduhan kedua,happy
Representasi biasanya dibuat kepada AGC untuk memohon penarikan balik atau pengurangan tuduhan yang dikenakan terhadap tertuduh,anger
Sementara itu peguamnya Awang Armadajaya Awang Mahmud berkata pihak pendakwaan telah menarik balik pertuduhan yang berkaitan dengan Sultan Selangor dan pihak pendakwaan meminta supaya dilepaskan tanpa dibebaskan,anger
Bagaimanapun beliau berkata pembelaan mengemukakan hujahan agar pemimpin Kedah ini dilepaskan dan dibebaskan DNA,anger
Kami ingin mengucapkan terima kasih kepada Sultan Sharafuddin Idris Shah atas perkenan baginda menerima permohonan maaf Sanusi  dalam perkara ini,surprise
Sanusi kini akan menghadapi perbicaraan bagi tuduhan berunsur hasutan terhadap Sultan Pahang AlSultan Abdullah Riayatuddin AlMustafa Billah Shah yang juga bekas Yang diPertuan Agong,anger
Perbicaraan dijadualkan berlangsung pada  hingga  Februari katanya,anger
Terdahulu Hakim Mahkamah Tinggi Datuk Aslam Zainuddin mengeluarkan perintah DNA selepas pihak pendakwaan memutuskan untuk menarik balik dan menghentikan tuduhan itu,anger
Menteri Besar Kedah Datuk Seri Muhammad Sanusi Md Nor ketika hadir di Mahkamah Tinggi di Shah Alam bagi kes keputusan menghasut Sultan Selangor,fear
Foto NSTPGENES GULITAH,anger
Diskriminasi caj perubatan Tiada insurans RM ada insurans RM  MP Pulai KUALA LUMPUR Seorang Ahli Parlimen kerajaan mendakwa menerima aduan mengenai diskriminasi caj perubatan apabila ada hospital swasta mengenakan bayaran lebih tinggi kepada pesakit yang memiliki perlindungan insurans,anger
Suhaizan Kaiat PHPulai membangkitkan perkara itu selepas mendakwa menerima aduan mengenai rawatan bagi pesakit denggi di hospital swasta dikenakan caj perubatan berbeza apabila menggunakan insurans,anger
Beliau mendedahkan pesakit menghidap denggi dikenakan caj perubatan sehingga empat kali ganda apabila menggunakan insurans,anger
Bagaimanapun beliau tidak menyatakan secara spesifik hospital swasta yang mengenakan caj perubatan berbeza itu,love
Umpamanya diskriminasi kos rawatan di hospital swasta bagi penyakit denggi kalau tidak ada insurans caj dikenakan baru RM Bila ada insurans dikenakan caj RM iaitu empat kali ganda,anger
Situasi ini memang wujudkan diskriminasi di hospital swasta katanya,anger
Beliau berkata demikian ketika mengajukan soalan pada Waktu PertanyaanPertanyaan Menteri di dewan Rakyat hari ini,anger
Ahli Parlimen Pulai Suhaizan Kaiat,anger
Gelombang kedua Pahang Terengganu Kelantan kembali banjir KUALA LUMPUR Pahang Terengganu dan Kelantan kembali dilanda gelombang kedua banjir dengan sejumlah pusat pemindahan sementara PPS kembali dibuka manakala jumlah mangsa di Perak sedikit berkurang sementara di Negeri Sembilan dan Johor meningkat pagi ini,anger
Di PAHANG Sekretariat Jawatankuasa Pengurusan Bencana Daerah JPBD Maran memaklumkan empat PPS dibuka di daerah itu awal pagi tadi dengan menempatkan  mangsa daripada  keluarga membabitkan penduduk Kampung Ulu Luit Kampung Luit Kampung Bukit Kuin dan Kampung Paya Chedong,anger
JPBD Maran menerima makluman kejadian dinaiki air pada  malam dan semua agensi berkaitan diaktifkan,anger
Penduduk terjejas sedang dalam proses pemindahan ke PPS,anger
Polis Angkatan Pertahanan Awam APM Jabatan Kebajikan Masyarakat JKM serta Jabatan Bomba dan Penyelamat Malaysia JBPM telah ke lokasi terjejas bagi memantau dan memastikan situasi sebenar serta menghantar bantuan keperluan asas bencana kepada keluarga terjejas katanya dalam kenyataan,anger
Di TERENGGANU Sekretariat Jawatankuasa Pengurusan Bencana Negeri JPBN memaklumkan hujan lebat berterusan sejak petang semalam menyebabkan  mangsa daripada  keluarga di daerah Kemaman dipindahkan ke lapan PPS yang dibuka bermula  malam tadi,anger
PPS terlibat ialah Sekolah Kebangsaan SK Kampung Baru Kerteh Balai Jawatankuasa Pembangunan dan Keselamatan Kampung JPKK Beris Nenas Balai Raya Kampung Gelugor SK Pengkalan Ranggon SK Kemasik Dewan Sivik Pengkalan Cicar Bukit Kuang Sekolah Menengah Kebangsaan SMK Banggol dan Balai Raya JPKK Meraga Beris,anger
Sehubungan itu jawatankuasa itu menasihatkan orang ramai terutama penduduk di kawasan berisiko supaya bersiap sedia dan peka dengan arahan pihak berkuasa memandangkan hujan lebat masih berterusan di beberapa tempat di negeri itu,anger
di KELANTAN tiga jajahan iaitu Gua Musang Kuala Krai dan Tanah Merah mula dinaiki air hari ini berikutan hujan lebat berterusan sejak semalam,anger
Di Gua Musang seramai  penduduk di Rancangan Kemajuan Tanah RKT Kesedar Chalil terputus hubungan ekoran jambatan penghubung sepanjang kirakira  meter tenggelam akibat limpahan Sungai Chalil,anger
Penduduk Husin Muhamad  berkata kejadian itu mengakibatkan mereka tidak dapat melakukan urusan harian termasuk menghantar anak ke sekolah yang terletak di seberang jambatan,anger
Penghulu Mukim Kampung Chenulang di Kuala Krai Ab Aziz Isa berkata walaupun air mula naik di beberapa kawasan seperti Kampung Kebun Pisang Kampung Pasir Jering dan Kampung Dusun Ban tiada penduduk berpindah ke pusat pemindahan sementara PPS setakat ini,anger
Alhamdulillah keadaan masih terkawal dan saya akan terus memantau keadaan penduduk di kampung ini sekiranya situasi semakin teruk saya akan mengarahkan mereka segera untuk berpindah ke PPS katanya,anger
Sementara itu tinjauan Bernama di Tanah Merah pula mendapati beberapa kampung di kawasan rendah seperti Kampung Murin Bukit Kechik dan Kampung Lawang turut dinaiki air kirakira jam  pagi tadi,anger
Berdasarkan portal infobanjir,anger
watergovmy Jabatan Pengairan dan Saliran JPS Sungai Aring di Gua Musang melepasi paras bahaya dengan bacaan  meter m manakala Sungai Golok di Tanah Merah berada pada paras amaran iaitu m setakat  pagi,anger
Jabatan Meteorologi Malaysia MetMalaysia sebelum ini memaklumkan luruan monsun yang sedang berlaku dijangka berterusan hingga  Disember ini dan berpotensi menyebabkan hujan di timur dan utara Semenanjung serta Sabah selain angin kencang serta laut bergelora di Laut China Selatan,anger
Amaran hujan berterusan buruk dan waspada melibatkan timur dan utara Semenanjung berkuat kuasa hingga esok  Disember,anger
Di PERAK Sekretariat JBPN dalam kenyataan memaklumkan jumlah mangsa banjir pagi ini berkurangan kepada  orang daripada  keluarga di tiga PPS daerah Kinta dan Perak Tengah berbanding  orang malam tadi,love
Kenyataan itu memaklumkan  mangsa daripada  keluarga masih berlindung di dua PPS Dewan Serbaguna Tanjung Tualang dan SK St Paul di daerah Kinta manakala PPS Dewan Orang Ramai Kampung Teluk Kepayang Bota di Perak Tengah masih menempatkan  mangsa daripada  keluarga,happy
Jabatan Meteorologi Malaysia MetMalaysia meramalkan berlaku ribut dan hujan di semua  daerah di Perak pada sebelah petang dan malam,anger
Di NEGERI SEMBILAN laman sesawang Info Bencana JKM melaporkan jumlah mangsa banjir di negeri itu meningkat kepada  orang daripada  keluarga yang ditempatkan di tiga PPS di Tampin berbanding  orang malam tadi,fear
Di JOHOR Tangkak kembali dilanda banjir menjadikan mangsa yang terjejas sebanyak  orang daripada  keluarga setakat  pagi ini berbanding  orang malam tadi,anger
Pengerusi JPBN Tan Sri Dr Azmi Rohani berkata sebuah PPS dibuka di SK Simpang Lima Darat malam tadi dengan menempatkan  orang daripada  keluarga,anger
Beliau memaklumkan keseluruhan empat PPS aktif di dua daerah terjejas setakat ini  dengan  mangsa daripada  keluarga berlindung di tiga PPS di Segamat,anger
Beliau turut memaklumkan terdapat tiga sungai yang dilaporkan melepasi paras bahaya iaitu stesen Sungai Muar di Jeti Kampung Tekam Segamat Sungai Tangkak di Kampung Seri Maamor Tangkak dan Sungai Paya Dato di Mersing,anger
Azmi berkata keadaan cuaca di daerah Johor Bahru Pontian Kluang dan Kota Tinggi cerah sementara Muar Mersing Batu Pahat Tangkak serta Kulai mendung manakala Segamat dijangka hujan pagi ini,fear
Sementara itu jumlah mangsa banjir di Melaka kekal  orang daripada empat keluarga di daerah Jasin pada  pagi yang ditempatkan PPS SK Seri Mendapat menurut  Sekretariat JPBN,fear
BERNAMA  Keadaan rumah masih digenangi air banjir membabitkan tiga kampung di Mukim Teresek Pasir Mas,anger
Foto NSTPNik Abdullah Nik Omar,anger
Dungun daerah kedua di Terengganu dilanda banjir gelombang kedua KUALA TERENGGANU Selepas Kemaman Dungun pula dilanda banjir gelombang kedua menjadikan jumlah mangsa yang dipindahkan seramai  orang hingga jam  tengah hari ini,anger
Sekretariat Jawatankuasa Pengurusan Bencana Negeri JPBN Terengganu berkata sebanyak  keluarga dipindahkan ke  pusat pemindahan sementara PPS,anger
Di Kemaman  PPS dibuka membabitkan Sekolah Kebangsaan SK Kampung Baru Kerteh menempatkan  mangsa daripada empat keluarga manakala di Balai JPKK Beris Nenas seramai  mangsa daripada  keluarga,anger
Sementara itu di balai raya Kampung Gelugor hanya tiga mangsa daripada satu keluarga dipindahkan ke situ dan di SK Pengkalan Panggon menempatkan  mangsa daripada  keluarga,anger
Selain itu di SK Kemasik  keluarga daripada  mangsa berlindung di PPS berkenaan dan di Dewan Sivik Pengkalan Cicar Bukit Kuang pula menempatkan  mangsa daripada  keluarga,anger
Di Sekolah Menengah Kebangsaan SMK Banggol seramai  mangsa daripada  keluarga dipindahkan manakala di balai raya JPKK Meraga Beris seramai  mangsa daripada  keluarga,anger
Sekretariat JPBN negeri berkata di balai raya Padang Kemunting pula seramai  mangsa daripada empat keluarga berada di PPS berkenaan manakala di Surau Pondok Limau Alam lima mangsa daripada satu keluarga berada di PPS itu,anger
Di Masjid Padang Kubu seramai  mangsa daripada  keluarga dan di Dewan Orang Ramai Ketengah Dadong pula terdapat tiga mangsa daripada satu keluarga serta di daerah Dungun tiga PPS dibuka iaitu di Dewan Sivik Paka menempatkan  mangsa daripada  keluarga,anger
Sementara itu di balai raya Pelandan menempatkan  mangsa daripada sembilan keluarga dan balai raya Bemban pula menempatkan dua mangsa daripada satu keluarga,anger
Penduduk membawa peralatan peribadi untuk berpindah ke PPS berhampiran selepas kediaman mereka dinaiki air Kampung Baru Tok Kaya Kanan Kemasik,anger
NSTPGHAZALI KORI,love
Kalau anda sayangkan UMNO kembalilah semula kepada UMNO  Dr Akmal PASIR MAS UMNO mengalualukan bekas pimpinan parti itu termasuk Datuk Seri Hishammuddin Hussein Khairy Jamaluddin dan Tan Sri Noh Omar kembali menyertai parti itu sekiranya masih sayang kepada parti,love
Ketua Pergerakan Pemuda UMNO Datuk Dr Muhamad Akmal Saleh berkata UMNO dengan hati terbuka menerima balik manamana pimpinan terutama mereka yang pernah berjasa,anger
Saya mengalualukan sesiapa sahaja termasuk Datuk Seri Hishammuddin Hussein Khairy Jamaluddin Tan Sri Noh Omar dan Shahril Hamdan sekiranya mahu menyertai UMNO semula,anger
Mereka boleh membuat permohonan semula dan UMNO dengan hati terbuka akan menerima semula terutama yang pernah berjasa,love
Namun dengan syarat perlu patuh dengan struktur parti,surprise
Jika Datuk Seri Tajuddin Abdul Rahman yang sebelum ini menghentam presiden UMNO begitu teruk namun diterima semula ini menunjukkan jiwa besar presiden parti Datuk Seri Dr Ahmad Zahid Hamidi katanya ditemui ketika melaksanakan Misi Bantuan Banjir di Kampung Serongga hari ini,fear
Mengulas lanjut katanya UMNO tidak mampu untuk hilang walaupun seorang ahli demi memastikan parti itu kekal kuat,anger
Kita duduk dalam semangat kekeluargaan dan saya percaya semua orang ada kekuatan masingmasing,sadness
Jadi kalau anda sayangkan UMNO kembalilah semula kepada UMNO,anger
UMNO ini adalah parti keluarga dan mungkin kita ada berbeza pendapat itu perkara biasa,anger
Ini adalah masa untuk bertaut kembali dan saya mahu melihat UMNO kembali bertaut bagi membolehkan kita merampas semula kerusi UMNO katanya,anger
Media sebelum ini melaporkan Presiden UMNO Datuk Seri Dr Ahmad Zahid Hamid berkata kemasukan semula bekas pemimpin yang dipecat ataupun digantung seperti Khairy danHishammuddin boleh dipertimbangkan sekiranya mereka membuktikan komitmen seperti yang ditunjukkan bekas Ahli Parlimen Pasir Salak Datuk Seri Tajuddin Abdul Rahman,anger
Ahmad Zahid dilaporkan berkata Tajuddin yang digantung keahlian selama enam tahun sebelum tindakan itu ditarik balik pada  November lalu sudah menghantar empat surat rayuan untuk kembali bersama parti,anger
Tamat,anger
From Idayu Ketua Pergerakan Pemuda UMNO Datuk Dr Muhamad Akmal Saleh pada sidang media selepas melakukan Misi Bantuan Banjir di Kampung Serongga Pasir Mas Kelantan hari ini,fear
Foto NSTPNik Abdullah Nik Omar,anger
Syor RCI Bukan keputusan saya seorang ia keputusan Kabinet  Tun M PUTRAJAYA Tun Dr Mahathir Mohamad sedia berdepan sebarang siasatan jenayah susulan hasil Laporan Suruhanjaya Siasatan Diraja RCI bagi Mengkaji Pengendalian Perkara Berkaitan Dengan Kes Kedaulatan Batu Puteh Batuan Tengah dan Tubir Selatan,anger
Bekas Perdana Menteri itu mendakwa hasil laporan RCI berkenaan adalah bersifat politik untuk memusnahkan imejnya kerana hanya beliau seorang yang dipertanggungjawabkan,anger
Beliau juga sekali lagi menegaskan keputusan berhubung Batu Puteh dibuat secara secara bersama oleh Kabinet ketika itu,anger
Jika ada sebarang siasatan jenayah ke atas saya saya bersedia,anger
Ya ini adalah tindakan bermotifkan politik,anger
Keseluruhan idea adalah untuk memusnahkan saya dan memanggil saya pengkhianat,anger
Jika ini adalah pengkhianatan maka seluruh anggota Kabinet ketika itu adalah pengkhianat termasuk Timbalan Perdana Menteri katanya pada sidang media di sini hari ini,anger
Yang turut hadir dua peguamnya Zainur Zakaria dan Muhammad Rafique Rashid Ali,happy
Laporan RCI Bagi Mengkaji Pengendalian Perkara Berkaitan Dengan Kes Kedaulatan Batu Puteh Batuan Tengah dan Tubir Selatan yang diedarkan untuk Ahli Parlimen di Dewan Rakyat minggu lalu antara lain mengesyorkan siasatan jenayah boleh dimulakan terhadap Dr Mahathir,anger
Prosiding dicadangkan itu susulan Malaysia kehilangan Batu Puteh kepada Singapura selepas Jemaah Menteri yang diketuai Dr Mahathir pada  menarik balik permohonan membatalkan keputusan Mahkamah Keadilan Antarabangsa ICJ,anger
Perdana Menteri Datuk Seri Anwar Ibrahim pula dilaporkan menyifatkan sebarang kesalahan dalam soal menyerahkan kedaulatan termasuk terkait isu Pulau Batu Puteh adalah pengkhianatan besar kepada negara,anger
Tanpa merujuk kepada Dr Mahathir Perdana Menteri berkata pendedahan RCI berkaitan perkara itu jelas menunjukkan wujud kelemahan dan ia bukan perkara ringan,anger
Mengulas lanjut Dr Mahathir menyatakan keputusan untuk tidak meneruskan semakan dan tafsiran berkaitan Batu Puteh dibuat oleh Kabinet dan perkara itu boleh dirujuk pada minit mesyuarat Jemaah Menteri pada  Mei   Kalau tidak percaya sila bertanya kepada mereka yang hadir pada mesyuarat Kabinet ketika itu,anger
